"";"Model1";"Model2";"Model3";"Model4";"Sum";"effect";"lower";"upper"
"PRS.1";0,190647895216118;0,210617054328082;0,192838157940577;0,211764669371262;0,805867776856039;0,805867776856039;0,794594276478527;0,817141277233551
